PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy
FE_LEBT:PM_D0783:CXY_RD,CXY,CXY,readback,50,0.0,FE_LEBT:PM_D0783,8.28933913,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0783:XRMS_RD,XRMS,XRMS,readback,50,0.0,FE_LEBT:PM_D0783,8.28933913,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0783:YRMS_RD,YRMS,YRMS,readback,50,0.0,FE_LEBT:PM_D0783,8.28933913,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PM_D0783:XYRMS_RD,XYRMS,XYRMS,readback,50,0.0,FE_LEBT:PM_D0783,8.28933913,PM,LIVE,profile monitor (large fork),PM1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0787:I_CSET,I,B,setpoint,53,0.3998,FE_LEBT:SOLR_D0787,8.90765413,SOL,LIVE,solenoid,SOL_S4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0787:I_RSET,I,B,readset,53,0.3998,FE_LEBT:SOLR_D0787,8.90765413,SOL,LIVE,solenoid,SOL_S4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0787:I_RD,I,B,readback,53,0.3998,FE_LEBT:SOLR_D0787,8.90765413,SOL,LIVE,solenoid,SOL_S4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC2_D0790:I_CSET,I,ANG,setpoint,55,0.0,FE_LEBT:DCH_D0790,9.02840413,HCOR,LIVE,horiz. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC2_D0790:I_RSET,I,ANG,readset,55,0.0,FE_LEBT:DCH_D0790,9.02840413,HCOR,LIVE,horiz. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC2_D0790:I_RD,I,ANG,readback,55,0.0,FE_LEBT:DCH_D0790,9.02840413,HCOR,LIVE,horiz. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC1_D0790:I_CSET,I,ANG,setpoint,55,0.0,FE_LEBT:DCV_D0790,9.02840413,VCOR,LIVE,vert. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC1_D0790:I_RSET,I,ANG,readset,55,0.0,FE_LEBT:DCV_D0790,9.02840413,VCOR,LIVE,vert. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
