PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,,,
FS1_CH01:CAV1_D2137:AMPL_RSET,AMP,AMPLITUDE,readset,721,0.3,FS1_CH01:CAV1_D2137,101.51281926,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV1_D2137:AMPL_RD,AMP,AMPLITUDE,readback,721,0.3,FS1_CH01:CAV1_D2137,101.51281926,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV2_D2141:PHA_CSET,PHA,PHASE,setpoint,723,0.3,FS1_CH01:CAV2_D2141,101.91050726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV2_D2141:PHA_RSET,PHA,PHASE,readset,723,0.3,FS1_CH01:CAV2_D2141,101.91050726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV2_D2141:PHA_RD,PHA,PHASE,readback,723,0.3,FS1_CH01:CAV2_D2141,101.91050726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV2_D2141:AMPL_CSET,AMP,AMPLITUDE,setpoint,723,0.3,FS1_CH01:CAV2_D2141,101.91050726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV2_D2141:AMPL_RSET,AMP,AMPLITUDE,readset,723,0.3,FS1_CH01:CAV2_D2141,101.91050726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV2_D2141:AMPL_RD,AMP,AMPLITUDE,readback,723,0.3,FS1_CH01:CAV2_D2141,101.91050726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV3_D2148:PHA_CSET,PHA,PHASE,setpoint,727,0.3,FS1_CH01:CAV3_D2148,102.60569726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV3_D2148:PHA_RSET,PHA,PHASE,readset,727,0.3,FS1_CH01:CAV3_D2148,102.60569726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV3_D2148:PHA_RD,PHA,PHASE,readback,727,0.3,FS1_CH01:CAV3_D2148,102.60569726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV3_D2148:AMPL_CSET,AMP,AMPLITUDE,setpoint,727,0.3,FS1_CH01:CAV3_D2148,102.60569726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV3_D2148:AMPL_RSET,AMP,AMPLITUDE,readset,727,0.3,FS1_CH01:CAV3_D2148,102.60569726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV3_D2148:AMPL_RD,AMP,AMPLITUDE,readback,727,0.3,FS1_CH01:CAV3_D2148,102.60569726,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV4_D2152:PHA_CSET,PHA,PHASE,setpoint,729,0.3,FS1_CH01:CAV4_D2152,103.00338526,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV4_D2152:PHA_RSET,PHA,PHASE,readset,729,0.3,FS1_CH01:CAV4_D2152,103.00338526,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV4_D2152:PHA_RD,PHA,PHASE,readback,729,0.3,FS1_CH01:CAV4_D2152,103.00338526,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV4_D2152:AMPL_CSET,AMP,AMPLITUDE,setpoint,729,0.3,FS1_CH01:CAV4_D2152,103.00338526,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV4_D2152:AMPL_RSET,AMP,AMPLITUDE,readset,729,0.3,FS1_CH01:CAV4_D2152,103.00338526,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CH01:CAV4_D2152:AMPL_RD,AMP,AMPLITUDE,readback,729,0.3,FS1_CH01:CAV4_D2152,103.00338526,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.FS1,phantasy.sub.CH01,LINAC
FS1_CSS:DH_D2163:I_CSET,I,B,setpoint,741,0.3,FS1_CSS:DH_D2163,104.09830876,BEND,LIVE,"dipole-5deg, D1-1, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2163:I_RSET,I,B,readset,741,0.3,FS1_CSS:DH_D2163,104.09830876,BEND,LIVE,"dipole-5deg, D1-1, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2163:I_RD,I,B,readback,741,0.3,FS1_CSS:DH_D2163,104.09830876,BEND,LIVE,"dipole-5deg, D1-1, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2169:I_CSET,I,B,setpoint,743,0.3,FS1_CSS:DH_D2169,104.64830876,BEND,LIVE,"dipole-5deg, D1-2, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2169:I_RSET,I,B,readset,743,0.3,FS1_CSS:DH_D2169,104.64830876,BEND,LIVE,"dipole-5deg, D1-2, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2169:I_RD,I,B,readback,743,0.3,FS1_CSS:DH_D2169,104.64830876,BEND,LIVE,"dipole-5deg, D1-2, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2174:I_CSET,I,B,setpoint,747,0.3,FS1_CSS:DH_D2174,105.19830876,BEND,LIVE,"dipole-5deg, D1-3, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2174:I_RSET,I,B,readset,747,0.3,FS1_CSS:DH_D2174,105.19830876,BEND,LIVE,"dipole-5deg, D1-3, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2174:I_RD,I,B,readback,747,0.3,FS1_CSS:DH_D2174,105.19830876,BEND,LIVE,"dipole-5deg, D1-3, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2180:I_CSET,I,B,setpoint,749,0.3,FS1_CSS:DH_D2180,105.74830876,BEND,LIVE,"dipole-5deg, D1-4, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2180:I_RSET,I,B,readset,749,0.3,FS1_CSS:DH_D2180,105.74830876,BEND,LIVE,"dipole-5deg, D1-4, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2180:I_RD,I,B,readback,749,0.3,FS1_CSS:DH_D2180,105.74830876,BEND,LIVE,"dipole-5deg, D1-4, C1",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2189:I_CSET,I,ANG,setpoint,758,0,FS1_CSS:DCH_D2189,106.57330876,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2189:I_RSET,I,ANG,readset,758,0,FS1_CSS:DCH_D2189,106.57330876,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2189:I_RD,I,ANG,readback,758,0,FS1_CSS:DCH_D2189,106.57330876,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2189:I_CSET,I,ANG,setpoint,758,0,FS1_CSS:DCV_D2189,106.57330876,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2189:I_RSET,I,ANG,readset,758,0,FS1_CSS:DCV_D2189,106.57330876,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2189:I_RD,I,ANG,readback,758,0,FS1_CSS:DCV_D2189,106.57330876,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2194:I_CSET,I,GRAD,setpoint,760,0.25,FS1_CSS:QH_D2194,107.17330876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2194:I_RSET,I,GRAD,readset,760,0.25,FS1_CSS:QH_D2194,107.17330876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2194:I_RD,I,GRAD,readback,760,0.25,FS1_CSS:QH_D2194,107.17330876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2198:XCEN_RD,XCEN,XCEN,readback,764,0,FS1_CSS:PM_D2198,107.41595776,PM,LIVE,profile monitor,PM3,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2198:YCEN_RD,YCEN,YCEN,readback,764,0,FS1_CSS:PM_D2198,107.41595776,PM,LIVE,profile monitor,PM3,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2198:XY_RD,XY,XY,readback,764,0,FS1_CSS:PM_D2198,107.41595776,PM,LIVE,profile monitor,PM3,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2198:CXY_RD,CXY,CXY,readback,764,0,FS1_CSS:PM_D2198,107.41595776,PM,LIVE,profile monitor,PM3,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2198:XRMS_RD,XRMS,XRMS,readback,764,0,FS1_CSS:PM_D2198,107.41595776,PM,LIVE,profile monitor,PM3,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2198:YRMS_RD,YRMS,YRMS,readback,764,0,FS1_CSS:PM_D2198,107.41595776,PM,LIVE,profile monitor,PM3,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2198:XYRMS_RD,XYRMS,XYRMS,readback,764,0,FS1_CSS:PM_D2198,107.41595776,PM,LIVE,profile monitor,PM3,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2202:I_CSET,I,GRAD,setpoint,769,0.25,FS1_CSS:QV_D2202,107.96115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2202:I_RSET,I,GRAD,readset,769,0.25,FS1_CSS:QV_D2202,107.96115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2202:I_RD,I,GRAD,readback,769,0.25,FS1_CSS:QV_D2202,107.96115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2210:I_CSET,I,ANG,setpoint,775,0,FS1_CSS:DCH_D2210,108.61115876,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2210:I_RSET,I,ANG,readset,775,0,FS1_CSS:DCH_D2210,108.61115876,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2210:I_RD,I,ANG,readback,775,0,FS1_CSS:DCH_D2210,108.61115876,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2210:I_CSET,I,ANG,setpoint,775,0,FS1_CSS:DCV_D2210,108.61115876,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2210:I_RSET,I,ANG,readset,775,0,FS1_CSS:DCV_D2210,108.61115876,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2210:I_RD,I,ANG,readback,775,0,FS1_CSS:DCV_D2210,108.61115876,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2212:X_RD,X,XPOS,readback,777,0.137,FS1_CSS:BPM_D2212,108.87526476,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2212:Y_RD,Y,YPOS,readback,777,0.137,FS1_CSS:BPM_D2212,108.87526476,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2212:PHA_RD,PHA,PHASE,readback,777,0.137,FS1_CSS:BPM_D2212,108.87526476,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2212:ENG_RD,ENG,ENERGY,readback,777,0.137,FS1_CSS:BPM_D2212,108.87526476,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2215:I_CSET,I,GRAD,setpoint,779,0.25,FS1_CSS:QH_D2215,109.21115876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2215:I_RSET,I,GRAD,readset,779,0.25,FS1_CSS:QH_D2215,109.21115876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2215:I_RD,I,GRAD,readback,779,0.25,FS1_CSS:QH_D2215,109.21115876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2220:I_CSET,I,GRAD,setpoint,781,0.25,FS1_CSS:QV_D2220,109.71115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2220:I_RSET,I,GRAD,readset,781,0.25,FS1_CSS:QV_D2220,109.71115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2220:I_RD,I,GRAD,readback,781,0.25,FS1_CSS:QV_D2220,109.71115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2223:X_RD,X,XPOS,readback,785,0,FS1_CSS:BPM_D2223,109.95486876,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2223:Y_RD,Y,YPOS,readback,785,0,FS1_CSS:BPM_D2223,109.95486876,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2223:PHA_RD,PHA,PHASE,readback,785,0,FS1_CSS:BPM_D2223,109.95486876,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2223:ENG_RD,ENG,ENERGY,readback,785,0,FS1_CSS:BPM_D2223,109.95486876,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2225:XCEN_RD,XCEN,XCEN,readback,787,0,FS1_CSS:PM_D2225,110.10015076,PM,LIVE,profile monitor (small),PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2225:YCEN_RD,YCEN,YCEN,readback,787,0,FS1_CSS:PM_D2225,110.10015076,PM,LIVE,profile monitor (small),PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2225:XY_RD,XY,XY,readback,787,0,FS1_CSS:PM_D2225,110.10015076,PM,LIVE,profile monitor (small),PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2225:CXY_RD,CXY,CXY,readback,787,0,FS1_CSS:PM_D2225,110.10015076,PM,LIVE,profile monitor (small),PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2225:XRMS_RD,XRMS,XRMS,readback,787,0,FS1_CSS:PM_D2225,110.10015076,PM,LIVE,profile monitor (small),PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2225:YRMS_RD,YRMS,YRMS,readback,787,0,FS1_CSS:PM_D2225,110.10015076,PM,LIVE,profile monitor (small),PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2225:XYRMS_RD,XYRMS,XYRMS,readback,787,0,FS1_CSS:PM_D2225,110.10015076,PM,LIVE,profile monitor (small),PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2248:X_RD,X,XPOS,readback,805,0,FS1_CSS:BPM_D2248,112.39849676,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2248:Y_RD,Y,YPOS,readback,805,0,FS1_CSS:BPM_D2248,112.39849676,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2248:PHA_RD,PHA,PHASE,readback,805,0,FS1_CSS:BPM_D2248,112.39849676,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2248:ENG_RD,ENG,ENERGY,readback,805,0,FS1_CSS:BPM_D2248,112.39849676,BPM,LIVE,position monitor,BPM3a,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2249:XCEN_RD,XCEN,XCEN,readback,807,0,FS1_CSS:PM_D2249,112.54377876,PM,LIVE,profile monitor,PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2249:YCEN_RD,YCEN,YCEN,readback,807,0,FS1_CSS:PM_D2249,112.54377876,PM,LIVE,profile monitor,PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2249:XY_RD,XY,XY,readback,807,0,FS1_CSS:PM_D2249,112.54377876,PM,LIVE,profile monitor,PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2249:CXY_RD,CXY,CXY,readback,807,0,FS1_CSS:PM_D2249,112.54377876,PM,LIVE,profile monitor,PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2249:XRMS_RD,XRMS,XRMS,readback,807,0,FS1_CSS:PM_D2249,112.54377876,PM,LIVE,profile monitor,PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2249:YRMS_RD,YRMS,YRMS,readback,807,0,FS1_CSS:PM_D2249,112.54377876,PM,LIVE,profile monitor,PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:PM_D2249:XYRMS_RD,XYRMS,XYRMS,readback,807,0,FS1_CSS:PM_D2249,112.54377876,PM,LIVE,profile monitor,PM6,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2254:I_CSET,I,GRAD,setpoint,813,0.25,FS1_CSS:QV_D2254,113.11115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2254:I_RSET,I,GRAD,readset,813,0.25,FS1_CSS:QV_D2254,113.11115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2254:I_RD,I,GRAD,readback,813,0.25,FS1_CSS:QV_D2254,113.11115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2257:I_CSET,I,ANG,setpoint,815,0,FS1_CSS:DCH_D2257,113.30366476,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2257:I_RSET,I,ANG,readset,815,0,FS1_CSS:DCH_D2257,113.30366476,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2257:I_RD,I,ANG,readback,815,0,FS1_CSS:DCH_D2257,113.30366476,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2257:I_CSET,I,ANG,setpoint,815,0,FS1_CSS:DCV_D2257,113.30366476,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2257:I_RSET,I,ANG,readset,815,0,FS1_CSS:DCV_D2257,113.30366476,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2257:I_RD,I,ANG,readback,815,0,FS1_CSS:DCV_D2257,113.30366476,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2260:I_CSET,I,GRAD,setpoint,817,0.25,FS1_CSS:QH_D2260,113.76115876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2260:I_RSET,I,GRAD,readset,817,0.25,FS1_CSS:QH_D2260,113.76115876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2260:I_RD,I,GRAD,readback,817,0.25,FS1_CSS:QH_D2260,113.76115876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2272:I_CSET,I,GRAD,setpoint,828,0.25,FS1_CSS:QV_D2272,114.96115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2272:I_RSET,I,GRAD,readset,828,0.25,FS1_CSS:QV_D2272,114.96115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QV_D2272:I_RD,I,GRAD,readback,828,0.25,FS1_CSS:QV_D2272,114.96115876,QUAD,LIVE,quadrupole-Y,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2276:I_CSET,I,ANG,setpoint,830,0,FS1_CSS:DCH_D2276,115.19981476,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2276:I_RSET,I,ANG,readset,830,0,FS1_CSS:DCH_D2276,115.19981476,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCH_D2276:I_RD,I,ANG,readback,830,0,FS1_CSS:DCH_D2276,115.19981476,HCOR,LIVE,horiz. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2276:I_CSET,I,ANG,setpoint,830,0,FS1_CSS:DCV_D2276,115.19981476,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2276:I_RSET,I,ANG,readset,830,0,FS1_CSS:DCV_D2276,115.19981476,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DCV_D2276:I_RD,I,ANG,readback,830,0,FS1_CSS:DCV_D2276,115.19981476,VCOR,LIVE,vert. corrector magnet,C2,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2278:X_RD,X,XPOS,readback,832,0,FS1_CSS:BPM_D2278,115.43920876,BPM,LIVE,position monitor,BPM3b,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2278:Y_RD,Y,YPOS,readback,832,0,FS1_CSS:BPM_D2278,115.43920876,BPM,LIVE,position monitor,BPM3b,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2278:PHA_RD,PHA,PHASE,readback,832,0,FS1_CSS:BPM_D2278,115.43920876,BPM,LIVE,position monitor,BPM3b,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:BPM_D2278:ENG_RD,ENG,ENERGY,readback,832,0,FS1_CSS:BPM_D2278,115.43920876,BPM,LIVE,position monitor,BPM3b,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2280:I_CSET,I,GRAD,setpoint,834,0.25,FS1_CSS:QH_D2280,115.74900876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2280:I_RSET,I,GRAD,readset,834,0.25,FS1_CSS:QH_D2280,115.74900876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:QH_D2280:I_RD,I,GRAD,readback,834,0.25,FS1_CSS:QH_D2280,115.74900876,QUAD,LIVE,quadrupole-X,QUAD_Q1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2290:I_CSET,I,B,setpoint,841,0.3,FS1_CSS:DH_D2290,116.81460276,BEND,LIVE,"dipole-5deg, D1-1, C2",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2290:I_RSET,I,B,readset,841,0.3,FS1_CSS:DH_D2290,116.81460276,BEND,LIVE,"dipole-5deg, D1-1, C2",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2290:I_RD,I,B,readback,841,0.3,FS1_CSS:DH_D2290,116.81460276,BEND,LIVE,"dipole-5deg, D1-1, C2",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2296:I_CSET,I,B,setpoint,843,0.3,FS1_CSS:DH_D2296,117.36460276,BEND,LIVE,"dipole-5deg, D1-1, C2",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2296:I_RSET,I,B,readset,843,0.3,FS1_CSS:DH_D2296,117.36460276,BEND,LIVE,"dipole-5deg, D1-1, C2",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
FS1_CSS:DH_D2296:I_RD,I,B,readback,843,0.3,FS1_CSS:DH_D2296,117.36460276,BEND,LIVE,"dipole-5deg, D1-1, C2",BEND_D1,phantasy.sys.FS1,phantasy.sub.CSS,LINAC
