PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,,,
LS1_CB03:CAV5_D1388:PHA_RSET,PHA,PHASE,readset,216,0.3,LS1_CB03:CAV5_D1388,26.61152122,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV5_D1388:PHA_RD,PHA,PHASE,readback,216,0.3,LS1_CB03:CAV5_D1388,26.61152122,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV5_D1388:AMPL_CSET,AMP,AMPLITUDE,setpoint,216,0.3,LS1_CB03:CAV5_D1388,26.61152122,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV5_D1388:AMPL_RSET,AMP,AMPLITUDE,readset,216,0.3,LS1_CB03:CAV5_D1388,26.61152122,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV5_D1388:AMPL_RD,AMP,AMPLITUDE,readback,216,0.3,LS1_CB03:CAV5_D1388,26.61152122,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV6_D1392:PHA_CSET,PHA,PHASE,setpoint,218,0.3,LS1_CB03:CAV6_D1392,27.00920922,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV6_D1392:PHA_RSET,PHA,PHASE,readset,218,0.3,LS1_CB03:CAV6_D1392,27.00920922,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV6_D1392:PHA_RD,PHA,PHASE,readback,218,0.3,LS1_CB03:CAV6_D1392,27.00920922,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV6_D1392:AMPL_CSET,AMP,AMPLITUDE,setpoint,218,0.3,LS1_CB03:CAV6_D1392,27.00920922,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV6_D1392:AMPL_RSET,AMP,AMPLITUDE,readset,218,0.3,LS1_CB03:CAV6_D1392,27.00920922,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV6_D1392:AMPL_RD,AMP,AMPLITUDE,readback,218,0.3,LS1_CB03:CAV6_D1392,27.00920922,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV7_D1396:PHA_CSET,PHA,PHASE,setpoint,220,0.3,LS1_CB03:CAV7_D1396,27.40689722,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV7_D1396:PHA_RSET,PHA,PHASE,readset,220,0.3,LS1_CB03:CAV7_D1396,27.40689722,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV7_D1396:PHA_RD,PHA,PHASE,readback,220,0.3,LS1_CB03:CAV7_D1396,27.40689722,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV7_D1396:AMPL_CSET,AMP,AMPLITUDE,setpoint,220,0.3,LS1_CB03:CAV7_D1396,27.40689722,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV7_D1396:AMPL_RSET,AMP,AMPLITUDE,readset,220,0.3,LS1_CB03:CAV7_D1396,27.40689722,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV7_D1396:AMPL_RD,AMP,AMPLITUDE,readback,220,0.3,LS1_CB03:CAV7_D1396,27.40689722,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:BPM_D1399:X_RD,X,XPOS,readback,223,0,LS1_CB03:BPM_D1399,27.50249256,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:BPM_D1399:Y_RD,Y,YPOS,readback,223,0,LS1_CB03:BPM_D1399,27.50249256,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:BPM_D1399:PHA_RD,PHA,PHASE,readback,223,0,LS1_CB03:BPM_D1399,27.50249256,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:BPM_D1399:ENG_RD,ENG,ENERGY,readback,223,0,LS1_CB03:BPM_D1399,27.50249256,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:SOL3_D1403:I_CSET,I,B,setpoint,226,0.5,LS1_CB03:SOL3_D1403,28.13450856,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:SOL3_D1403:I_RSET,I,B,readset,226,0.5,LS1_CB03:SOL3_D1403,28.13450856,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:SOL3_D1403:I_RD,I,B,readback,226,0.5,LS1_CB03:SOL3_D1403,28.13450856,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:DCH_D1403:I_CSET,I,ANG,setpoint,226,0,LS1_CB03:DCH_D1403,27.88450856,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:DCH_D1403:I_RSET,I,ANG,readset,226,0,LS1_CB03:DCH_D1403,27.88450856,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:DCH_D1403:I_RD,I,ANG,readback,226,0,LS1_CB03:DCH_D1403,27.88450856,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:DCV_D1403:I_CSET,I,ANG,setpoint,226,0,LS1_CB03:DCV_D1403,27.88450856,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:DCV_D1403:I_RSET,I,ANG,readset,226,0,LS1_CB03:DCV_D1403,27.88450856,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:DCV_D1403:I_RD,I,ANG,readback,226,0,LS1_CB03:DCV_D1403,27.88450856,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV8_D1408:PHA_CSET,PHA,PHASE,setpoint,229,0.3,LS1_CB03:CAV8_D1408,28.60924706,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV8_D1408:PHA_RSET,PHA,PHASE,readset,229,0.3,LS1_CB03:CAV8_D1408,28.60924706,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV8_D1408:PHA_RD,PHA,PHASE,readback,229,0.3,LS1_CB03:CAV8_D1408,28.60924706,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV8_D1408:AMPL_CSET,AMP,AMPLITUDE,setpoint,229,0.3,LS1_CB03:CAV8_D1408,28.60924706,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV8_D1408:AMPL_RSET,AMP,AMPLITUDE,readset,229,0.3,LS1_CB03:CAV8_D1408,28.60924706,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_CB03:CAV8_D1408:AMPL_RD,AMP,AMPLITUDE,readback,229,0.3,LS1_CB03:CAV8_D1408,28.60924706,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB03,LINAC
LS1_WB03:BPM_D1413:X_RD,X,XPOS,readback,233,0,LS1_WB03:BPM_D1413,28.96006056,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WB03,LINAC
LS1_WB03:BPM_D1413:Y_RD,Y,YPOS,readback,233,0,LS1_WB03:BPM_D1413,28.96006056,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WB03,LINAC
LS1_WB03:BPM_D1413:PHA_RD,PHA,PHASE,readback,233,0,LS1_WB03:BPM_D1413,28.96006056,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WB03,LINAC
LS1_WB03:BPM_D1413:ENG_RD,ENG,ENERGY,readback,233,0,LS1_WB03:BPM_D1413,28.96006056,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WB03,LINAC
LS1_CB04:CAV1_D1420:PHA_CSET,PHA,PHASE,setpoint,241,0.3,LS1_CB04:CAV1_D1420,29.78387006,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV1_D1420:PHA_RSET,PHA,PHASE,readset,241,0.3,LS1_CB04:CAV1_D1420,29.78387006,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV1_D1420:PHA_RD,PHA,PHASE,readback,241,0.3,LS1_CB04:CAV1_D1420,29.78387006,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV1_D1420:AMPL_CSET,AMP,AMPLITUDE,setpoint,241,0.3,LS1_CB04:CAV1_D1420,29.78387006,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV1_D1420:AMPL_RSET,AMP,AMPLITUDE,readset,241,0.3,LS1_CB04:CAV1_D1420,29.78387006,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV1_D1420:AMPL_RD,AMP,AMPLITUDE,readback,241,0.3,LS1_CB04:CAV1_D1420,29.78387006,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1423:X_RD,X,XPOS,readback,244,0,LS1_CB04:BPM_D1423,29.8794654,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1423:Y_RD,Y,YPOS,readback,244,0,LS1_CB04:BPM_D1423,29.8794654,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1423:PHA_RD,PHA,PHASE,readback,244,0,LS1_CB04:BPM_D1423,29.8794654,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1423:ENG_RD,ENG,ENERGY,readback,244,0,LS1_CB04:BPM_D1423,29.8794654,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:SOL1_D1426:I_CSET,I,B,setpoint,247,0.5,LS1_CB04:SOL1_D1426,30.5114814,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:SOL1_D1426:I_RSET,I,B,readset,247,0.5,LS1_CB04:SOL1_D1426,30.5114814,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:SOL1_D1426:I_RD,I,B,readback,247,0.5,LS1_CB04:SOL1_D1426,30.5114814,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCH_D1426:I_CSET,I,ANG,setpoint,247,0,LS1_CB04:DCH_D1426,30.2614814,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCH_D1426:I_RSET,I,ANG,readset,247,0,LS1_CB04:DCH_D1426,30.2614814,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCH_D1426:I_RD,I,ANG,readback,247,0,LS1_CB04:DCH_D1426,30.2614814,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCV_D1426:I_CSET,I,ANG,setpoint,247,0,LS1_CB04:DCV_D1426,30.2614814,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCV_D1426:I_RSET,I,ANG,readset,247,0,LS1_CB04:DCV_D1426,30.2614814,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCV_D1426:I_RD,I,ANG,readback,247,0,LS1_CB04:DCV_D1426,30.2614814,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV2_D1432:PHA_CSET,PHA,PHASE,setpoint,250,0.3,LS1_CB04:CAV2_D1432,30.9862199,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV2_D1432:PHA_RSET,PHA,PHASE,readset,250,0.3,LS1_CB04:CAV2_D1432,30.9862199,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV2_D1432:PHA_RD,PHA,PHASE,readback,250,0.3,LS1_CB04:CAV2_D1432,30.9862199,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV2_D1432:AMPL_CSET,AMP,AMPLITUDE,setpoint,250,0.3,LS1_CB04:CAV2_D1432,30.9862199,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV2_D1432:AMPL_RSET,AMP,AMPLITUDE,readset,250,0.3,LS1_CB04:CAV2_D1432,30.9862199,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV2_D1432:AMPL_RD,AMP,AMPLITUDE,readback,250,0.3,LS1_CB04:CAV2_D1432,30.9862199,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV3_D1436:PHA_CSET,PHA,PHASE,setpoint,252,0.3,LS1_CB04:CAV3_D1436,31.3839079,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV3_D1436:PHA_RSET,PHA,PHASE,readset,252,0.3,LS1_CB04:CAV3_D1436,31.3839079,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV3_D1436:PHA_RD,PHA,PHASE,readback,252,0.3,LS1_CB04:CAV3_D1436,31.3839079,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV3_D1436:AMPL_CSET,AMP,AMPLITUDE,setpoint,252,0.3,LS1_CB04:CAV3_D1436,31.3839079,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV3_D1436:AMPL_RSET,AMP,AMPLITUDE,readset,252,0.3,LS1_CB04:CAV3_D1436,31.3839079,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV3_D1436:AMPL_RD,AMP,AMPLITUDE,readback,252,0.3,LS1_CB04:CAV3_D1436,31.3839079,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV4_D1440:PHA_CSET,PHA,PHASE,setpoint,254,0.3,LS1_CB04:CAV4_D1440,31.7815959,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV4_D1440:PHA_RSET,PHA,PHASE,readset,254,0.3,LS1_CB04:CAV4_D1440,31.7815959,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV4_D1440:PHA_RD,PHA,PHASE,readback,254,0.3,LS1_CB04:CAV4_D1440,31.7815959,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV4_D1440:AMPL_CSET,AMP,AMPLITUDE,setpoint,254,0.3,LS1_CB04:CAV4_D1440,31.7815959,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV4_D1440:AMPL_RSET,AMP,AMPLITUDE,readset,254,0.3,LS1_CB04:CAV4_D1440,31.7815959,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV4_D1440:AMPL_RD,AMP,AMPLITUDE,readback,254,0.3,LS1_CB04:CAV4_D1440,31.7815959,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1442:X_RD,X,XPOS,readback,257,0,LS1_CB04:BPM_D1442,31.87719124,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1442:Y_RD,Y,YPOS,readback,257,0,LS1_CB04:BPM_D1442,31.87719124,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1442:PHA_RD,PHA,PHASE,readback,257,0,LS1_CB04:BPM_D1442,31.87719124,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1442:ENG_RD,ENG,ENERGY,readback,257,0,LS1_CB04:BPM_D1442,31.87719124,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:SOL2_D1446:I_CSET,I,B,setpoint,260,0.5,LS1_CB04:SOL2_D1446,32.50920724,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:SOL2_D1446:I_RSET,I,B,readset,260,0.5,LS1_CB04:SOL2_D1446,32.50920724,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:SOL2_D1446:I_RD,I,B,readback,260,0.5,LS1_CB04:SOL2_D1446,32.50920724,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCH_D1446:I_CSET,I,ANG,setpoint,260,0,LS1_CB04:DCH_D1446,32.25920724,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCH_D1446:I_RSET,I,ANG,readset,260,0,LS1_CB04:DCH_D1446,32.25920724,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCH_D1446:I_RD,I,ANG,readback,260,0,LS1_CB04:DCH_D1446,32.25920724,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCV_D1446:I_CSET,I,ANG,setpoint,260,0,LS1_CB04:DCV_D1446,32.25920724,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCV_D1446:I_RSET,I,ANG,readset,260,0,LS1_CB04:DCV_D1446,32.25920724,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCV_D1446:I_RD,I,ANG,readback,260,0,LS1_CB04:DCV_D1446,32.25920724,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV5_D1452:PHA_CSET,PHA,PHASE,setpoint,263,0.3,LS1_CB04:CAV5_D1452,32.98394574,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV5_D1452:PHA_RSET,PHA,PHASE,readset,263,0.3,LS1_CB04:CAV5_D1452,32.98394574,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV5_D1452:PHA_RD,PHA,PHASE,readback,263,0.3,LS1_CB04:CAV5_D1452,32.98394574,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV5_D1452:AMPL_CSET,AMP,AMPLITUDE,setpoint,263,0.3,LS1_CB04:CAV5_D1452,32.98394574,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV5_D1452:AMPL_RSET,AMP,AMPLITUDE,readset,263,0.3,LS1_CB04:CAV5_D1452,32.98394574,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV5_D1452:AMPL_RD,AMP,AMPLITUDE,readback,263,0.3,LS1_CB04:CAV5_D1452,32.98394574,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV6_D1456:PHA_CSET,PHA,PHASE,setpoint,265,0.3,LS1_CB04:CAV6_D1456,33.38163374,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV6_D1456:PHA_RSET,PHA,PHASE,readset,265,0.3,LS1_CB04:CAV6_D1456,33.38163374,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV6_D1456:PHA_RD,PHA,PHASE,readback,265,0.3,LS1_CB04:CAV6_D1456,33.38163374,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV6_D1456:AMPL_CSET,AMP,AMPLITUDE,setpoint,265,0.3,LS1_CB04:CAV6_D1456,33.38163374,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV6_D1456:AMPL_RSET,AMP,AMPLITUDE,readset,265,0.3,LS1_CB04:CAV6_D1456,33.38163374,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV6_D1456:AMPL_RD,AMP,AMPLITUDE,readback,265,0.3,LS1_CB04:CAV6_D1456,33.38163374,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV7_D1460:PHA_CSET,PHA,PHASE,setpoint,267,0.3,LS1_CB04:CAV7_D1460,33.77932174,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV7_D1460:PHA_RSET,PHA,PHASE,readset,267,0.3,LS1_CB04:CAV7_D1460,33.77932174,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV7_D1460:PHA_RD,PHA,PHASE,readback,267,0.3,LS1_CB04:CAV7_D1460,33.77932174,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV7_D1460:AMPL_CSET,AMP,AMPLITUDE,setpoint,267,0.3,LS1_CB04:CAV7_D1460,33.77932174,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV7_D1460:AMPL_RSET,AMP,AMPLITUDE,readset,267,0.3,LS1_CB04:CAV7_D1460,33.77932174,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:CAV7_D1460:AMPL_RD,AMP,AMPLITUDE,readback,267,0.3,LS1_CB04:CAV7_D1460,33.77932174,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1462:X_RD,X,XPOS,readback,270,0,LS1_CB04:BPM_D1462,33.87491708,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1462:Y_RD,Y,YPOS,readback,270,0,LS1_CB04:BPM_D1462,33.87491708,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1462:PHA_RD,PHA,PHASE,readback,270,0,LS1_CB04:BPM_D1462,33.87491708,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:BPM_D1462:ENG_RD,ENG,ENERGY,readback,270,0,LS1_CB04:BPM_D1462,33.87491708,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:SOL3_D1466:I_CSET,I,B,setpoint,273,0.5,LS1_CB04:SOL3_D1466,34.50693308,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:SOL3_D1466:I_RSET,I,B,readset,273,0.5,LS1_CB04:SOL3_D1466,34.50693308,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:SOL3_D1466:I_RD,I,B,readback,273,0.5,LS1_CB04:SOL3_D1466,34.50693308,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCH_D1466:I_CSET,I,ANG,setpoint,273,0,LS1_CB04:DCH_D1466,34.25693308,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCH_D1466:I_RSET,I,ANG,readset,273,0,LS1_CB04:DCH_D1466,34.25693308,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCH_D1466:I_RD,I,ANG,readback,273,0,LS1_CB04:DCH_D1466,34.25693308,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
LS1_CB04:DCV_D1466:I_CSET,I,ANG,setpoint,273,0,LS1_CB04:DCV_D1466,34.25693308,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB04,LINAC
